OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO45132,45132001,1,1898.09,3374.99,11/12/2017,20/12/2017,9,Justin Harris,Novato,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45133,45133001,1,2171.29,3578.27,11/12/2017,18/12/2017,7,Mason Murphy,Portland,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45134,45134001,1,2171.29,3578.27,11/12/2017,17/12/2017,6,Eduardo Perez,Shawnee,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45135,45135001,1,2171.29,3578.27,11/12/2017,13/12/2017,2,Riley Brooks,Coronado,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45136,45136001,1,2171.29,3578.27,11/12/2017,13/12/2017,2,Colleen Raje,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45137,45137001,1,2171.29,3578.27,11/12/2017,20/12/2017,9,Latasha Moreno,Cloverdale,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45138,45138001,1,1898.09,3374.99,11/12/2017,16/12/2017,5,Erika Rubio,Caloundra,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45139,45139001,1,2171.29,3578.27,12/12/2017,17/12/2017,5,Wayne Nath,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45140,45140001,1,2171.29,3578.27,12/12/2017,21/12/2017,9,Veronica Subram,Colomiers,Garonne (Haute),France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45141,45141001,1,2171.29,3578.27,12/12/2017,18/12/2017,6,Evan Perez,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45142,45142001,1,2171.29,3578.27,12/12/2017,17/12/2017,5,Katherine Stewart,Newton,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45143,45143001,1,2171.29,3578.27,12/12/2017,15/12/2017,3,Janet Scott,Long Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45144,45144001,1,2171.29,3578.27,12/12/2017,15/12/2017,3,Tara Ashe,Bendigo,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45145,45145001,1,2171.29,3578.27,12/12/2017,18/12/2017,6,Seth Campbell,Hervey Bay,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45146,45146001,1,2171.29,3578.27,13/12/2017,19/12/2017,6,Maria Hernandez,Runcorn,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45147,45147001,1,2171.29,3578.27,13/12/2017,20/12/2017,7,Jaime Hernandez,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45148,45148001,1,413.15,699.1,13/12/2017,18/12/2017,5,Bryant Fernandez,Bellingham,Washington,United States,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO45149,45149001,1,2171.29,3578.27,14/12/2017,19/12/2017,5,Emma Patterson,Newcastle upon Tyne,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45150,45150001,1,1912.15,3399.99,14/12/2017,18/12/2017,4,Julia Jones,Renton,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO45151,45151001,1,2171.29,3578.27,14/12/2017,17/12/2017,3,Jerry Kumar,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45152,45152001,1,2171.29,3578.27,14/12/2017,17/12/2017,3,Sydney Flores,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45153,45153001,1,2171.29,3578.27,14/12/2017,19/12/2017,5,Regina Arthur,Seaford,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45154,45154001,1,2171.29,3578.27,14/12/2017,19/12/2017,5,Gary Alonso,Hervey Bay,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45155,45155001,1,2171.29,3578.27,14/12/2017,19/12/2017,5,Mathew Torres,North Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45156,45156001,1,1912.15,3399.99,14/12/2017,23/12/2017,9,Louis Luo,Gold Coast,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45157,45157001,1,1912.15,3399.99,14/12/2017,20/12/2017,6,Latoya She,Newcastle,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45158,45158001,1,1912.15,3399.99,15/12/2017,18/12/2017,3,Cheryl Suarez,Les Ulis,Essonne,France,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45159,45159001,1,1898.09,3374.99,15/12/2017,24/12/2017,9,Franklin Raji,London,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45160,45160001,1,2171.29,3578.27,15/12/2017,18/12/2017,3,Regina Vance,Wokingham,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45161,45161001,1,1898.09,3374.99,15/12/2017,20/12/2017,5,Morgan Perez,La Jolla,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45162,45162001,1,2171.29,3578.27,15/12/2017,18/12/2017,3,Andy Gomez,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45163,45163001,1,413.15,699.1,15/12/2017,20/12/2017,5,Darren Gutierrez,Rhodes,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO45164,45164001,1,1898.09,3374.99,15/12/2017,20/12/2017,5,Stanley Malhotra,Hobart,Tasmania,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45165,45165001,1,2171.29,3578.27,16/12/2017,23/12/2017,7,Wyatt Martinez,Newton,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45166,45166001,1,2171.29,3578.27,16/12/2017,26/12/2017,10,Steven Rivera,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45167,45167001,1,2171.29,3578.27,16/12/2017,26/12/2017,10,Darryl Zheng,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45168,45168001,1,2171.29,3578.27,16/12/2017,26/12/2017,10,Tamara Luo,Rhodes,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45169,45169001,1,2171.29,3578.27,16/12/2017,18/12/2017,2,Francisco Sai,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45170,45170001,1,1898.09,3374.99,16/12/2017,20/12/2017,4,Laura Lin,Matraville,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO45171,45171001,1,1912.15,3399.99,16/12/2017,23/12/2017,7,Janet Ortega,Malabar,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO45172,45172001,1,413.15,699.1,17/12/2017,20/12/2017,3,Deanna Sai,Drancy,Seine Saint Denis,France,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO45173,45173001,1,2171.29,3578.27,17/12/2017,22/12/2017,5,Seth Powell,Santa Cruz,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45174,45174001,1,2171.29,3578.27,17/12/2017,20/12/2017,3,Faith Ramirez,West Covina,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45175,45175001,1,2171.29,3578.27,17/12/2017,27/12/2017,10,Xavier Powell,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45176,45176001,1,2171.29,3578.27,17/12/2017,20/12/2017,3,Erin Sanchez,Edmonds,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45177,45177001,1,2171.29,3578.27,17/12/2017,21/12/2017,4,Louis Zeng,Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45178,45178001,1,1912.15,3399.99,17/12/2017,20/12/2017,3,Jon Gao,St. Leonards,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO45179,45179001,1,1898.09,3374.99,17/12/2017,27/12/2017,10,Jaime Gutierrez,Wollongong,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO45180,45180001,1,2171.29,3578.27,18/12/2017,28/12/2017,10,Casey Tang,W. York,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45181,45181001,1,2171.29,3578.27,18/12/2017,25/12/2017,7,Peter Anand,Woolston,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45182,45182001,1,2171.29,3578.27,18/12/2017,20/12/2017,2,Theresa Dominguez,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45183,45183001,1,413.15,699.1,18/12/2017,28/12/2017,10,Mario Luo,South Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO45184,45184001,1,413.15,699.1,18/12/2017,23/12/2017,5,Ernest Guo,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO45185,45185001,1,2171.29,3578.27,18/12/2017,21/12/2017,3,Steve Wu,Cambridge,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45186,45186001,1,2171.29,3578.27,19/12/2017,25/12/2017,6,Edwin Zhao,Warrington,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45187,45187001,1,2171.29,3578.27,19/12/2017,29/12/2017,10,Meghan Vazquez,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45188,45188001,1,2171.29,3578.27,19/12/2017,29/12/2017,10,Misty Deng,Billericay,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45189,45189001,1,2171.29,3578.27,19/12/2017,23/12/2017,4,Shelby Gray,Olympia,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45190,45190001,1,2171.29,3578.27,19/12/2017,26/12/2017,7,Rosa She,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45191,45191001,1,413.15,699.1,19/12/2017,21/12/2017,2,Gabrielle Howard,Portland,Oregon,United States,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO45192,45192001,1,2171.29,3578.27,20/12/2017,29/12/2017,9,Kelsey Chande,Milton Keynes,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45193,45193001,1,2171.29,3578.27,20/12/2017,25/12/2017,5,Julia Long,Newton,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45194,45194001,1,2171.29,3578.27,20/12/2017,22/12/2017,2,Kelly Bennett,Oakland,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45195,45195001,1,2171.29,3578.27,20/12/2017,27/12/2017,7,Donald Garcia,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45196,45196001,1,2171.29,3578.27,20/12/2017,29/12/2017,9,Christy Pal,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45197,45197001,1,2171.29,3578.27,20/12/2017,30/12/2017,10,Steve Chen,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45198,45198001,1,2171.29,3578.27,21/12/2017,28/12/2017,7,Vadim Sazanovich,W. York,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45199,45199001,1,1912.15,3399.99,21/12/2017,26/12/2017,5,Elizabeth Bradley,Hamburg,Hamburg,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO45200,45200001,1,2171.29,3578.27,21/12/2017,28/12/2017,7,Gabriella Murphy,Mill Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45201,45201001,1,2171.29,3578.27,21/12/2017,31/12/2017,10,Derrick Romero,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45202,45202001,1,2171.29,3578.27,21/12/2017,25/12/2017,4,Todd Yang,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45203,45203001,1,2171.29,3578.27,21/12/2017,31/12/2017,10,Priscilla Nara,East Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45204,45204001,1,1912.15,3399.99,21/12/2017,26/12/2017,5,Melvin Chande,Cranbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO45205,45205001,1,1912.15,3399.99,22/12/2017,26/12/2017,4,Tracy Chapman,Saint-Denis,Seine Saint Denis,France,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45206,45206001,1,2171.29,3578.27,22/12/2017,30/12/2017,8,Tammy Chandra,Cergy,Val d'Oise,France,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45207,45207001,1,2171.29,3578.27,22/12/2017,30/12/2017,8,Ashley Barnes,San Francisco,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45208,45208001,1,1912.15,3399.99,22/12/2017,01/01/2018,10,James Simmons,Sooke,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45209,45209001,1,2171.29,3578.27,22/12/2017,30/12/2017,8,Kara Jai,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45210,45210001,1,2171.29,3578.27,22/12/2017,30/12/2017,8,Samantha Miller,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45211,45211001,1,2171.29,3578.27,22/12/2017,24/12/2017,2,Denise Fernandez,Bendigo,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45212,45212001,1,2171.29,3578.27,22/12/2017,26/12/2017,4,Evan Parker,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45213,45213001,1,1898.09,3374.99,22/12/2017,31/12/2017,9,Alejandro Huang,South Melbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45214,45214001,1,2171.29,3578.27,23/12/2017,28/12/2017,5,Jared Cook,Bobigny,Seine Saint Denis,France,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45215,45215001,1,2171.29,3578.27,23/12/2017,28/12/2017,5,Amber Lopez,Bellingham,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45216,45216001,1,2171.29,3578.27,23/12/2017,30/12/2017,7,Robert Turner,San Gabriel,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45217,45217001,1,2171.29,3578.27,24/12/2017,01/01/2018,8,Brandon Zhang,Redmond,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45218,45218001,1,1912.15,3399.99,24/12/2017,02/01/2018,9,Rebecca Phillips,Yakima,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO45219,45219001,1,2171.29,3578.27,24/12/2017,28/12/2017,4,Chloe Miller,Cliffside,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45220,45220001,1,2171.29,3578.27,24/12/2017,03/01/2018,10,Katelyn James,Tacoma,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45221,45221001,1,2171.29,3578.27,24/12/2017,29/12/2017,5,Hailey Stewart,Port Hammond,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45222,45222001,1,413.15,699.1,24/12/2017,26/12/2017,2,Elizabeth Henderson,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO45223,45223001,1,2171.29,3578.27,24/12/2017,26/12/2017,2,Katelyn Richardson,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45224,45224001,1,2171.29,3578.27,24/12/2017,27/12/2017,3,Lacey Ma,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45225,45225001,1,413.15,699.1,25/12/2017,01/01/2018,7,Troy Fernandez,Concord,California,United States,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO45226,45226001,1,413.15,699.1,25/12/2017,04/01/2018,10,Jack Ross,Downey,California,United States,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO45227,45227001,1,413.15,699.1,25/12/2017,04/01/2018,10,Zachary Yang,Marysville,Washington,United States,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO45228,45228001,1,2171.29,3578.27,25/12/2017,30/12/2017,5,Dalton Garcia,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45229,45229001,1,1898.09,3374.99,26/12/2017,03/01/2018,8,Megan Ramirez,Gateshead,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO45230,45230001,1,2171.29,3578.27,26/12/2017,29/12/2017,3,Blake Thomas,Yakima,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45231,45231001,1,2171.29,3578.27,26/12/2017,01/01/2018,6,Krystal Sun,Hawthorne,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45232,45232001,1,2171.29,3578.27,26/12/2017,30/12/2017,4,Ashley Patterson,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45233,45233001,1,1912.15,3399.99,26/12/2017,04/01/2018,9,Kenneth Kumar,Hawthorne,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45234,45234001,1,413.15,699.1,27/12/2017,05/01/2018,9,Deanna Prasad,Lieusaint,Seine et Marne,France,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO45235,45235001,1,2171.29,3578.27,27/12/2017,01/01/2018,5,Mary Roberts,Marysville,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45236,45236001,1,2171.29,3578.27,27/12/2017,29/12/2017,2,Brett Malhotra,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45237,45237001,1,2171.29,3578.27,27/12/2017,30/12/2017,3,Ricky Gomez,Bendigo,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45238,45238001,1,1912.15,3399.99,27/12/2017,01/01/2018,5,Tasha Deng,Port Macquarie,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO45239,45239001,1,413.15,699.1,28/12/2017,02/01/2018,5,Stanley Raman,Berlin,Hessen,Germany,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO45240,45240001,1,2171.29,3578.27,28/12/2017,06/01/2018,9,Gabriella Kelly,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45241,45241001,1,2171.29,3578.27,28/12/2017,04/01/2018,7,Laura Hu,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45242,45242001,1,2171.29,3578.27,28/12/2017,30/12/2017,2,Angel Phillips,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45243,45243001,1,413.15,699.1,28/12/2017,07/01/2018,10,Tabitha Sara,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO45244,45244001,1,1898.09,3374.99,28/12/2017,30/12/2017,2,Linda Ortega,St. Leonards,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45245,45245001,1,2171.29,3578.27,29/12/2017,02/01/2018,4,Carmen Prasad,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45246,45246001,1,2171.29,3578.27,29/12/2017,31/12/2017,2,Darren Hernandez,South Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45247,45247001,1,413.15,699.1,29/12/2017,08/01/2018,10,Edwin Gao,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO45248,45248001,1,1912.15,3399.99,29/12/2017,07/01/2018,9,Ruben Muñoz,Newcastle,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45249,45249001,1,2171.29,3578.27,30/12/2017,01/01/2018,2,Roy Patel,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45250,45250001,1,2171.29,3578.27,30/12/2017,05/01/2018,6,Marcus Rivera,Bottrop,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45251,45251001,1,413.15,699.1,30/12/2017,05/01/2018,6,Paula Gutierrez,Ingolstadt,Bayern,Germany,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO45252,45252001,1,2171.29,3578.27,30/12/2017,01/01/2018,2,Xavier Griffin,Cliffside,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45253,45253001,1,2171.29,3578.27,30/12/2017,09/01/2018,10,Jennifer Jenkins,Lakewood,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45254,45254001,1,2171.29,3578.27,30/12/2017,01/01/2018,2,Alex Parker,Palo Alto,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45255,45255001,1,2171.29,3578.27,30/12/2017,01/01/2018,2,Makayla James,Yakima,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45256,45256001,1,413.15,699.1,30/12/2017,01/01/2018,2,Kayla Ross,San Carlos,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO45257,45257001,1,2171.29,3578.27,30/12/2017,05/01/2018,6,Susan Liu,Hawthorne,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45258,45258001,1,413.15,699.1,30/12/2017,05/01/2018,6,Brent He,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-650 Black, 48",Black,Road-650,699.1
SO45259,45259001,1,2171.29,3578.27,31/12/2017,05/01/2018,5,Matthew Lee,Port Orchard,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
